Vertex ID,DoF ID,Coordinate
1124,1036,[243.86988831 354.37237549  62.70658112]
1125,955,[242.60502625 353.29153442  61.9393692 ]
1126,75,[241.1184845  348.25466919  50.67957687]
1127,34,[241.82446289 348.35549927  48.68251419]
1128,1747,[259.93499756 346.74212646  63.20112991]
1129,1477,[258.77639771 347.37026978  61.52660751]
1130,1748,[259.32244873 345.07141113  62.43061829]
1131,1478,[260.6673584  347.26055908  611132,2000,[21132,1719,[256.7015686  353.38421631  64.58231354]
1133,1444,[245.45796204 343.2277832   65.86598206]
1134,1357,[260.71520996 348.80697632  56.43917084]
1135,1970,[262.15045166 348.82067871  54.97879028]
1136,64,[249.87733459 349.42514038  43.4155426 ]
1137,22,[249.56225586 351.2081604   43.14829636]
1138,63,[250.98355103 350.4105835   43.27852249]
1139,21,[249.99766541 350.76498413  45.94552994]
1140,1218,[243.46812439 345.20181274  65.05867004]
1141,1081,[258.84213257 348.72012329  58.99186325]
1142,643,[255.63754272 352.2578125   55.51084518]
1143,881,[256.855896   353.33380127  56.08634567]
1144,1487,[265.72900391 350.95083618  56.59025192]
1145,1414,[263.2722168  351.46542358  56.73054123]
1146,1972,[264.96017456 349.84375     55.77293396]
1147,1488,[264.44192505 350.69577026  57.51204681]
1148,107,[241.71299744 344.55477905  49.476017  ]
1149,108,[243.13877869 345.45269775  52.020401  ]
1150,1439,[251.51208496 339.33480835  60.75322342]
1151,1298,[251.74159241 340.51516724  58.61354065]
1152,1299,[249.83053589 338.24533081  59.57693481]
1153,113,[238.07954407 349.2583313   50.10922623]
1154,215,[237.58943176 348.81985474  52.04298401]
1155,216,[236.86920166 350.650177    51.30464554]
1156,584,[239.2890625  344.63812256  56.88305664]
1157,1677,[257.36141968 356.68539429  64.51171112]
1158,1676,[254.95983887 356.99377441  64.29303741]
1159,730,[250.52513123 341.45626831  54.52408218]
1160,1409,[262.34024048 356.51312256  59.31658173]
1161,656,[258.49111938 354.42489624  50.94178391]
1162,657,[259.47012329 353.11083984  51.01034546]
1163,766,[251.47108459 345.62576294  56.61146164]
1164,767,[250.93766785 343.96731567  57.32606506]
1165,1503,[243.49130249 355.3371582   68.38365173]
1166,1345,[242.94979858 355.27404785  66.68244934]
1167,372,[246.14985657 353.99203491  55.40533066]
1168,373,[248.22532654 353.02716064  54.920784  ]
1169,374,[246.98687744 354.24346924  53.54634857]
1170,1255,[247.90625    354.15032959  63.73212433]
1171,1030,[248.46257019 355.83453369  62.55501175]
1172,1727,[255.0296936  345.15731812  66.85688019]
1173,1864,[254.72738647 346.34805298  68.2015686 ]
1174,792,[254.49850464 351.51889038  57.53581238]
1175,907,[242.9322052  354.55453491  60.2246666 ]
1176,624,[243.45010376 352.99777222  59.57837677]
1177,727,[248.66738892 343.22042847  56.37659836]
1178,726,[247.43859863 342.34817505  57.62731552]
1179,728,[249.16279602 343.97900391  57.96296692]
1180,54,[249.27210999 344.81933594  44.87575531]
1181,167,[250.57519531 346.18606567  45.97299957]
1182,1688,[259.0440979  356.74807739  65.52871704]
1183,1583,[258.56167603 355.70666504  63.48751068]
1184,242,[248.81399536 348.76126099  52.77391815]
1185,1763,[255.16491699 361.28405762  62.5641098 ]
1186,1936,[253.60412598 340.21008301  67.88458252]
1187,1467,[253.49533081 355.18383789  63.74695969]
1188,1466,[253.29217529 353.89691162  64.90879059]
1189,1718,[255.11332703 353.80267334  64.55860901]
1190,427,[241.56983948 347.65927124  55.7649498 ]
1191,568,[249.14169312 339.26693726  52.71075821]
1192,846,[250.71672058 338.44961548  52.92375946]
1193,703,[250.54356384 340.49551392  52.83392334]
1194,1532,[249.60205078 342.44244385  65.9969101 ]
1195,1894,[261.93756104 349.58041382  68.11024475]
1196,1824,[260.25488281 350.53060913  66.46974945]
1197,697,[256.04138184 344.07232666  48.7110939 ]
1198,698,[254.9581604  342.90966797  49.23216248]
1199,1229,[242.08944702 348.95043945  65.02833557]
1200,1554,[253.77972412 356.66598511  63.30807495]
1201,2067,[257.38070679 361.38772583  57.38933945]
1202,370,[246.33448792 350.50808716  56.89052582]
1203,371,[245.33592224 352.08609009  55.87592697]
1204,555,[246.31900024 353.2052002   57.30994797]
1205,556,[247.96205139 352.2131958   56.73311615]
1206,1771,[263.56890869 353.75460815  61.69842911]
1207,1770,[263.71661377 352.76016235  63.09481049]
1208,701,[252.23634338 341.16812134  51.49622726]
1209,762,[255.43829346 345.04647827  56.21928406]
1210,761,[253.57333374 345.76681519  57.13963699]
1211,2048,[240.70347595 353.03414917  48.8064537 ]
1212,67,[241.17562866 351.58984375  50.20856476]
1213,2052,[239.50682068 353.10250854  50.34984207]
1214,1725,[252.72073364 342.79577637  66.3861084 ]
1215,770,[247.21238708 345.25045776  59.89061356]
1216,357,[247.69372559 341.43667603  51.116539  ]
1217,356,[246.89854431 342.22509766  52.57779694]
1218,850,[255.18930054 340.22976685  52.35894394]
1219,849,[253.76858521 339.57983398  52.95429611]
1220,1943,[249.32640076 336.47525024  57.9403038 ]
1221,1185,[248.35475159 337.14849854  59.04424667]
1222,1687,[259.77706909 357.68756104  63.77498245]
1223,1869,[263.98397827 351.24383545  64.64791107]
1224,1957,[264.4173584  349.95751953  65.31024933]
1225,704,[255.05856323 341.32391357  46.75898361]
1226,332,[241.27760315 344.41918945  55.10349274]
1227,936,[249.82296753 335.92974854  49.56472778]
1228,1916,[251.14880371 335.09817505  48.93746185]
1229,937,[251.98243713 337.13409424  50.26651001]
1230,952,[240.95214844 355.03216553  58.23462677]
1231,2087,[239.53637695 356.05764771  59.33532333]
1232,921,[237.49017334 351.15643311  58.88518906]
1233,629,[246.74920654 353.03488159  59.41769028]
1234,1003,[254.40783691 344.50485229  58.97315979]
1235,1002,[255.28385925 345.09558105  57.79414368]
1236,844,[248.95889282 341.39974976  55.80551147]
1237,843,[247.35046387 340.69689941  56.60612488]
1238,560,[246.75117493 348.94552612  59.16227341]
1239,2019,[242.10284424 352.93634033  58.44238663]
1240,1522,[252.00286865 350.88427734  66.11083221]
1241,1709,[253.72686768 352.09396362  66.09997559]
1242,1708,[254.03511047 349.81878662  65.82077026]
1243,1521,[253.20849609 350.98904419  64.95183563]
1244,434,[238.88920593 353.12069702  54.07370758]
1245,1117,[258.49981689 357.86972046  56.18518829]
1246,725,[246.11761475 341.79830933  58.96434402]
1247,1571,[256.01525879 358.39321899  60.50898361]
1248,1479,[258.90139771 345.72079468  60.65264893]
1249,868,[246.38401794 344.76876831  61.72070312]
1250,980,[245.91378784 343.01678467  62.97458649]
1251,1706,[257.14349365 348.59237671  66.26296997]
1252,745,[260.39703369 346.06988525  45.87686157]
1253,746,[262.12625122 346.56362915  46.85067749]
1254,267,[251.6865387  343.13696289  46.74736404]
1255,268,[251.86979675 344.08181763  48.41897964]
1256,1153,[256.58215332 354.72344971  57.72122955]
1257,494,[252.14759827 339.83349609  45.87630463]
1258,1797,[252.57014465 353.35308838  69.6836853 ]
1259,1649,[252.13034058 351.64233398  68.56751251]
1260,1742,[252.84968567 353.19311523  67.86297607]
1261,289,[255.27249146 348.01260376  46.21915436]
1262,290,[254.17816162 347.52111816  47.6815033 ]
1263,291,[255.3301239  349.46469116  46.68875504]
1264,1,[243.46110535 349.98706055  44.40270233]
1265,2,[245.40550232 349.96502686  43.82019806]
1266,2053,[245.15228271 351.35015869  45.11142731]
1267,4,[244.22512817 349.63018799  46.16056061]
1268,1286,[245.89814758 337.78775024  60.87299728]
1269,1282,[246.86428833 340.00286865  62.94227982]
1270,1465,[252.01538086 353.22854614  65.89382935]
1271,1526,[252.34117126 352.51657104  64.28624725]
1272,1400,[255.43919373 356.84729004  59.13650513]
1273,911,[239.4703064  350.60565186  60.81609726]
1274,912,[239.73542786 348.98660278  61.98614883]
1275,558,[248.46492004 349.73013306  58.20859909]
1276,598,[236.01930237 350.88946533  57.52766037]
1277,207,[242.3560791  346.76525879  54.59095383]
1278,206,[241.99865723 344.89056396  53.70980072]
1279,132,[241.45791626 346.8331604   52.46593857]
1280,208,[240.77210999 346.17211914  53.9880867 ]
1281,0,[243.82243347 351.77148438  43.74781799]
1282,379,[251.87763977 353.32556152  52.92297745]
1283,641,[253.74674988 351.69229126  54.75607681]
1284,1827,[258.53048706 348.47146606  67.23638916]
1285,23,[248.89743042 352.14532471  45.70972824]
1286,76,[240.48994446 349.78866577  49.45991516]
1287,30,[242.67974854 350.95523071  48.52667618]
1288,2112,[246.59835815 354.0133667   50.42446136]
1289,1309,[255.286026   345.08044434  60.83712769]
1290,934,[250.10783386 337.63519287  51.45402145]
1291,989,[245.78872681 337.55773926  58.58499527]
1292,988,[244.79240417 338.62841797  59.50095367]
1293,522,[252.98475647 346.70062256  55.61227798]
1294,523,[254.58190918 345.87939453  54.43464661]
1295,1896,[262.6050415  351.95648193  65.96573639]
1296,632,[239.03361511 354.2182312   57.40940475]
1297,963,[243.29222107 340.0854187   59.30506516]
1298,1133,[253.27441406 355.03070068  58.33320999]
1299,1851,[261.06396484 352.60540771  66.91394043]
1300,1879,[256.36883545 349.7923584   70.26459503]
1301,1820,[257.54833984 350.71524048  67.96315002]
1302,821,[247.74250793 354.81497192  58.72862625]
1303,1749,[257.52975464 344.34094238  62.54373932]
1304,1949,[257.64007568 343.94949341  64.38715363]
1305,1787,[251.38511658 346.75979614  70.93253326]
1306,1786,[252.01368713 348.08737183  70.93310547]
1307,1732,[251.69703674 346.20239258  68.42999268]
1308,2046,[239.52929688 355.6288147   62.35528183]
1309,1060,[241.86724854 355.70983887  62.99609375]
1310,2039,[240.9485321  355.47045898  60.72407532]
1311,1461,[248.5342865  354.73205566  65.76559448]
1312,1476,[258.19589233 348.21109009  63.09385681]
1313,808,[258.95614624 357.65438843  51.88190842]
1314,1830,[255.58149719 350.08242798  68.56240845]
1315,561,[247.13562012 347.53811646  56.90909958]
1316,1120,[259.35800171 356.02630615  56.45183182]
1317,1768,[259.99783325 354.68624878  66.27269745]
1318,334,[242.15463257 345.8605957   56.2729187 ]
1319,1032,[248.53587341 356.01696777  59.44645691]
1320,2026,[249.13557434 358.01150513  58.27787399]
1321,2027,[247.89353943 357.59225464  59.36525726]
1322,983,[248.4100647  341.23721313  60.20484543]
1323,982,[246.96064758 343.17126465  61.63195419]
1324,984,[246.94830322 341.24691772  61.46723557]
1325,1543,[249.38796997 357.36743164  66.35710907]
1326,1277,[249.99473572 357.29864502  62.75609589]
1327,1555,[251.92111206 356.22293091  63.42171097]
1328,1703,[254.79988098 346.30380249  65.28291321]
1329,2051,[237.91500854 352.91738892  51.95409393]
1330,134,[243.90042114 345.73492432  50.17902374]
1331,1624,[247.82049561 338.11132812  65.30734253]
1332,1431,[248.10650635 340.22265625  64.39214325]
1333,1242,[251.30455017 347.15264893  62.54916382]
1334,839,[240.33810425 343.26913452  58.33221817]
1335,1015,[248.5329895  343.01333618  59.27858353]
1336,1728,[253.09335327 345.62643433  67.41675568]
1337,1729,[253.78660583 344.1076355   67.26208496]
1338,1875,[255.52197266 341.68835449  68.75724792]
1339,1926,[255.83702087 340.17303467  68.81758881]
1340,1150,[261.12564087 353.47958374  57.9813652 ]
1341,1376,[261.05722046 351.4286499   58.83742905]
1342,1151,[260.03619385 352.40002441  57.4464035 ]
1343,1664,[250.17808533 358.60012817  68.04431915]
1344,1919,[264.03634644 350.10015869  58.94454575]
1345,1482,[262.32693481 349.78204346  59.98345184]
1346,1819,[257.75024414 353.08050537  68.62431335]
1347,1818,[256.10653687 351.58178711  67.5242691 ]
1348,2003,[257.31817627 342.95419312  52.40126419]
1349,739,[257.11868286 344.55041504  51.19470215]
1350,1808,[257.12637329 360.03286743  64.32104492]
1351,1767,[256.6932373  361.61590576  63.17668915]
1352,84,[247.5899353  350.25289917  49.0869751 ]
1353,105,[243.70272827 349.5586853   51.4744873 ]
1354,1844,[251.41662598 360.64562988  66.86035919]
1355,702,[252.22920227 341.12432861  53.33696747]
1356,256,[242.0677948  350.35855103  54.86803818]
1357,1056,[240.55603027 351.96759033  63.15171432]
1358,1204,[237.27545166 354.46807861  60.54750061]
1359,55,[249.46813965 346.69018555  44.17179871]
1360,1923,[260.96511841 342.04736328  47.860569  ]
1361,1139,[259.31491089 342.17675781  49.06373596]
1362,858,[259.91827393 342.07888794  46.59854126]
1363,1384,[259.67471313 352.06503296  60.14037704]
1364,877,[256.1854248  347.22998047  54.90027237]
1365,1075,[256.93426514 348.09963989  56.32725906]
1366,1565,[246.26004028 358.92068481  66.55736542]
1367,2030,[247.68989563 360.38415527  65.98907471]
1368,708,[255.81816101 338.71069336  45.16987991]
1369,1207,[244.29571533 339.46017456  61.37764359]
1370,803,[261.3192749  356.56939697  51.84562302]
1371,889,[260.07394409 355.06384277  51.55021286]
1372,2055,[239.59231567 351.82040405  46.06749344]
1373,946,[244.42507935 338.89852905  57.47104645]
1374,148,[252.09184265 348.46035767  48.03860855]
1375,257,[243.34281921 349.96517944  56.2520752 ]
1376,1596,[247.15090942 337.79855347  63.97573471]
1377,1705,[254.90255737 348.21710205  65.22335052]
1378,865,[255.77778625 337.95083618  47.24941635]
1379,667,[257.27053833 357.93313599  51.47477341]
1380,807,[257.91818237 358.10653687  50.09628296]
1381,1773,[250.98428345 338.21157837  67.79485321]
1382,415,[256.59942627 349.72763062  50.08230209]
1383,36,[246.24694824 346.13470459  45.04466629]
1384,37,[246.75614929 346.8296814   46.88729858]
1385,747,[262.21179199 348.44625854  47.60332489]
1386,748,[262.2416687  350.30505371  48.44083786]
1387,680,[260.32321167 348.77944946  49.41321182]
1388,749,[262.40176392 348.25161743  50.09488297]
1389,1880,[257.26687622 351.53994751  69.46748352]
1390,974,[240.25546265 344.08053589  61.72316742]
1391,1663,[250.9447937  357.45910645  68.40172577]
1392,1662,[249.48181152 357.26629639  68.58679199]
1393,1206,[246.10398865 348.25164795  64.51953125]
1394,1280,[246.48420715 346.04730225  65.67605591]
1395,467,[248.91889954 338.99749756  47.80550385]
1396,466,[248.20332336 340.42303467  49.49478149]
1397,1093,[253.11027527 346.67694092  58.72345734]
1398,1094,[254.36180115 348.12619019  58.25450897]
1399,2024,[244.50285339 358.10192871  66.22834015]
1400,1261,[246.28041077 357.72839355  64.06320953]
1401,828,[245.15391541 348.07357788  61.13555527]
1402,827,[244.13916016 349.86953735  61.46574783]
1403,619,[244.89117432 348.30096436  59.19762421]
1404,136,[243.64186096 342.98657227  48.9283371 ]
1405,135,[243.80253601 344.03460693  50.59971619]
1406,116,[240.52713013 350.37988281  52.21501541]
1407,2102,[239.03527832 354.49423218  61.01819229]
1408,1491,[243.83538818 343.87078857  67.32427979]
1409,1643,[248.92503357 348.79849243  70.68218231]
1410,239,[251.94851685 349.37109375  51.45612717]
1411,1167,[250.40208435 352.70452881  60.20625687]
1412,573,[246.90481567 337.89440918  51.14284134]
1413,941,[248.00108337 336.38088989  51.8131218 ]
1414,5,[242.31080627 349.2147522   45.31235123]
1415,6,[242.45106506 350.01626587  46.81526184]
1416,497,[254.31547546 341.9859314   45.03907776]
1417,1420,[241.48730469 344.82568359  65.42205048]
1418,1022,[246.08587646 350.76904297  65.24845123]
1419,1319,[246.79745483 352.01776123  66.01256561]
1420,1110,[261.50888062 357.23422241  53.44771957]
1421,1863,[256.71627808 344.39712524  67.0541687 ]
1422,818,[252.15309143 354.48626709  56.88424301]
1423,899,[251.16938782 356.05679321  56.57472229]
1424,1410,[262.06710815 357.1739502   58.06356812]
1425,734,[253.98091125 343.12097168  54.02723312]
1426,1788,[250.70248413 345.4230957   70.78362274]
1427,1789,[250.63928223 343.94238281  70.47364807]
1428,1790,[249.8455658  345.80722046  69.40710449]
1429,655,[257.56195068 355.96630859  51.90147781]
1430,1932,[250.67056274 336.79690552  59.4782753 ]
1431,1968,[251.40075684 337.75753784  57.90670776]
1432,1952,[261.39825439 346.72824097  55.91264725]
1433,1346,[259.72128296 346.01489258  56.37344742]
1434,1419,[243.00343323 343.26565552  65.98378754]
1435,948,[238.1570282  346.70681763  60.15062714]
1436,1989,[255.17755127 340.34631348  56.65981674]
1437,1072,[254.33851624 342.2795105   56.91400528]
1438,1513,[251.78175354 348.57556152  65.84933472]
1439,1307,[248.55241394 339.56976318  60.66398621]
1440,1838,[258.20233154 358.26473999  65.00778198]
1441,1016,[248.9896698  344.50973511  60.06103897]
1442,1275,[252.02874756 356.39828491  61.51873398]
1443,1276,[250.69819641 357.09765625  61.44067764]
1444,1048,[238.97628784 348.23770142  64.24549103]
1445,711,[254.35658264 340.66073608  47.98771667]
1446,1178,[245.79083252 356.39859009  59.58726501]
1447,1179,[246.25631714 357.14437866  60.8594017 ]
1448,1733,[250.10675049 344.82162476  68.08914185]
1449,1451,[250.4238739  343.82958984  66.80496216]
1450,1442,[254.56906128 340.00561523  60.52866745]
1451,1868,[265.24847412 349.90429688  63.89338684]
1452,606,[250.88269043 348.20831299  56.17318344]
1453,1230,[240.13697815 347.62301636  65.48056793]
1454,512,[248.66862488 344.8145752   54.85358047]
1455,1293,[248.62962341 342.47085571  61.51610565]
1456,1294,[249.78572083 342.27587891  60.25163269]
1457,1882,[255.10409546 345.59466553  70.99346161]
1458,567,[247.42459106 339.01589966  52.4802475 ]
1459,1318,[248.68382263 350.74545288  64.89022827]
1460,1594,[263.95996094 353.70962524  59.94184875]
1461,1523,[249.81465149 349.91772461  65.94289398]
1462,589,[241.14776611 348.7293396   58.53065109]
1463,1721,[252.42781067 339.46426392  63.76673508]
1464,1720,[251.20010376 340.17303467  65.09198761]
1465,26,[246.15100098 350.51159668  46.50761032]
1466,1279,[251.42926025 354.66497803  63.83737564]
1467,1907,[257.41537476 342.76727295  66.61775208]
1468,1905,[258.88430786 344.18344116  67.79417419]
1469,319,[251.70132446 345.98898315  50.20334625]
1470,631,[241.3588562  354.29342651  56.82475281]
1471,1252,[250.44821167 353.15820312  64.29187775]
1472,1321,[248.99945068 353.61245728  64.74529266]
1473,340,[245.04177856 351.39733887  57.9795723 ]
1474,622,[242.93663025 351.36270142  59.99330139]
1475,623,[244.67126465 351.7510376   60.14507675]
1476,795,[259.43041992 352.85696411  56.01015472]
1477,110,[240.67784119 344.59143066  51.28899765]
1478,111,[240.23800659 346.16464233  49.74832153]
1479,794,[257.80453491 352.0647583   56.76675797]
1480,1152,[258.64624023 353.5696106   57.61122894]
1481,1585,[259.17272949 356.90255737  62.20127487]
1482,1301,[253.58108521 339.80749512  57.66421127]
1483,1941,[251.36401367 337.14419556  64.02662659]
1484,683,[260.07418823 355.43148804  48.53907013]
1485,884,[262.95794678 351.65576172  50.26314545]
1486,1143,[262.93710327 353.05001831  51.58924103]
1487,1031,[249.10739136 355.5402832   60.99245453]
1488,1177,[250.1157074  356.85748291  60.07370377]
1489,550,[254.112854   356.84753418  54.36634064]
1490,182,[252.87438965 348.49490356  46.71738815]
1491,1510,[246.87890625 346.64996338  67.17238617]
1492,1739,[249.13555908 346.60513306  68.04983521]
1493,1068,[258.54501343 344.1973877   52.16744614]
1494,944,[251.06945801 339.42807007  54.79624176]
1495,1547,[250.13760376 359.02740479  64.61886597]
1496,809,[259.6257019  359.31964111  51.31676865]
1497,1528,[255.32363892 350.9369812   63.84140396]
1498,1744,[248.91372681 353.40942383  69.77996826]
1499,935,[251.67051697 335.41439819  50.61113358]
1500,1475,[256.50366211 348.98614502  62.48163986]
1501,1149,[261.25021362 351.70297241  56.62251282]
1502,845,[249.17192078 340.22106934  54.29177475]
1503,364,[247.39749146 347.48928833  54.54686737]
1504,1166,[251.34916687 350.54483032  60.57558823]
1505,1764,[256.66299438 362.76992798  61.69361115]
1506,1765,[255.39167786 362.43692017  60.88409042]
1507,1684,[258.74972534 359.17492676  63.45885468]
1508,1335,[239.78904724 349.11917114  65.79890442]
1509,953,[242.61322021 355.01101685  58.61422348]
1510,847,[252.36021423 339.45703125  52.0617218 ]
1511,1186,[252.17108154 337.63052368  53.56257629]
1512,848,[252.42576599 339.23983765  53.86338806]
1513,793,[256.15020752 351.4130249   57.59255219]
1514,429,[237.60090637 347.87252808  54.38615036]
1515,1581,[255.96179199 356.62817383  61.1127739 ]
1516,1274,[253.22325134 355.21658325  62.0161705 ]
1517,869,[247.74668884 346.89089966  61.31766891]
1518,1170,[246.43988037 353.69213867  63.23766327]
1519,1724,[254.10513306 341.16598511  64.52741241]
1520,1723,[252.58320618 340.81954956  64.52521515]
1521,407,[255.71055603 351.70874023  44.12169266]
1522,286,[256.49212646 349.75701904  44.34727859]
1523,287,[255.78892517 350.83401489  46.19187927]
1524,285,[254.59742737 350.95980835  45.14408875]
1525,483,[256.59606934 348.13983154  44.45899963]
1526,1751,[260.01550293 348.34094238  64.18791962]
1527,112,[238.77450562 347.54415894  50.78751373]
1528,930,[248.57182312 339.34753418  55.80428696]
1529,931,[248.07319641 338.1289978   53.95696259]
1530,1188,[248.74943542 337.18515015  55.36351013]
1531,1234,[246.85185242 344.2434082   65.58344269]
1532,1062,[245.72505188 340.26480103  60.2035141 ]
1533,1438,[250.11688232 339.43786621  61.9070282 ]
1534,1548,[248.13806152 358.95855713  62.89520264]
1535,2040,[248.55335999 360.14407349  64.38908386]
1536,1549,[249.83239746 359.15905762  62.42920685]
1537,1888,[262.04910278 345.98422241  66.51548767]
1538,1887,[260.82357788 345.42160034  68.2977829 ]
1539,1215,[240.79760742 344.24008179  63.51420212]
1540,1337,[241.826828   350.43118286  65.77720642]
1541,1762,[250.40002441 360.80630493  62.73333359]
1542,1109,[262.30123901 355.48739624  53.0266037 ]
1543,366,[249.17539978 348.81558228  55.0539856 ]
1544,173,[252.5426178  350.73223877  43.38386917]
1545,284,[253.9105072  351.71820068  43.58800125]
1546,174,[252.30479431 351.8807373   44.96746826]
1547,320,[255.12481689 348.33648682  44.04212189]
1548,210,[238.40133667 347.20635986  52.48730469]
1549,209,[239.8507843  347.43307495  53.3331604 ]
1550,835,[241.49900818 344.98303223  60.10220718]
1551,1497,[248.48600769 349.29748535  66.73209381]
1552,1498,[247.05334473 349.72592163  68.21832275]
1553,168,[251.5239563  343.9659729   44.84136963]
1554,1038,[245.08374023 353.9538269   64.07255554]
1555,876,[251.05264282 347.45645142  57.82099533]
1556,1118,[259.51144409 358.32424927  54.9560318 ]
1557,138,[246.10430908 343.78826904  46.40509033]
1558,137,[245.00733948 343.04840088  47.66781235]
1559,1872,[254.26879883 340.13323975  70.0735321 ]
1560,1406,[259.68484497 358.50411987  57.19951248]
1561,1119,[260.20703125 357.38986206  56.11283493]
1562,177,[251.03326416 353.67370605  48.72419739]
1563,233,[252.5818634  351.775177    50.28102493]
1564,232,[252.00019836 353.23553467  51.1916008 ]
1565,987,[241.01422119 342.72909546  60.47053528]
1566,582,[240.97090149 344.74624634  56.73962021]
1567,1006,[252.70960999 343.9541626   60.15198517]
1568,1160,[253.76916504 345.15881348  60.29985428]
1569,1984,[252.09017944 335.93197632  47.53331375]
1570,938,[253.12284851 336.00375366  50.02180862]
1571,508,[245.11807251 343.52761841  55.75115204]
1572,684,[257.37612915 353.19003296  45.13147736]
1573,405,[257.27099609 352.43878174  46.725914  ]
1574,406,[255.53070068 352.60360718  45.7279892 ]
1575,1854,[258.61584473 351.73236084  68.88419342]
1576,1323,[243.27676392 351.65432739  67.12310791]
1577,1791,[249.18812561 343.16107178  69.86148834]
1578,1450,[249.12716675 345.10787964  66.61843872]
1579,1971,[262.41711426 347.91864014  56.90940094]
1580,1374,[260.91110229 348.66033936  58.91007233]
1581,2006,[251.32740784 338.4418335   62.82940292]
1582,588,[240.98287964 347.05865479  57.21080017]
1583,696,[239.60325623 347.01452637  58.13318634]
1584,1000,[255.41555786 340.70007324  55.04974365]
1585,58,[250.49069214 347.8008728   46.70167542]
1586,252,[239.41661072 345.99761963  51.78623581]
1587,131,[240.18283081 347.40570068  51.6728096 ]
1588,1278,[250.41082764 355.82568359  63.16100693]
1589,341,[243.50549316 351.71618652  56.89049149]
1590,65,[242.10481262 349.57839966  50.09970093]
1591,89,[242.70188904 352.26025391  49.50363541]
1592,87,[243.87135315 352.76608276  48.48652649]
1593,86,[244.96366882 351.51904297  49.33182907]
1594,1758,[245.98980713 350.42327881  69.87761688]
1595,1529,[245.50671387 349.99740601  68.31466675]
1596,2004,[265.33532715 351.09545898  54.8913269 ]
1597,1360,[262.73605347 351.92337036  54.96058655]
1598,1359,[263.35620117 349.96136475  53.49484253]
1599,1843,[250.75704956 359.53070068  67.55856323]
1600,1792,[248.69750977 344.95797729  70.26582336]
1601,1862,[252.53529358 341.45578003  70.11628723]
1602,1740,[251.13623047 343.19842529  68.52837372]
1603,1430,[246.18859863 338.92166138  64.47053528]
1604,1198,[256.14376831 339.31677246  54.47504044]
1605,1909,[254.68240356 338.8258667   55.90803146]
1606,1910,[254.60910034 339.02386475  54.3553772 ]
1607,1265,[248.86230469 358.16043091  60.64568329]
1608,1509,[248.42495728 346.74890137  66.48226166]
1609,130,[239.72229004 348.85900879  52.18130875]
1610,1180,[241.8125     351.08056641  62.49862289]
1611,924,[235.15203857 352.95742798  56.67049026]
1612,2035,[244.56655884 355.4614563   60.78184509]
1613,2054,[244.52786255 356.6446228   62.69188309]
1614,260,[246.71315002 352.21923828  53.32895279]
1615,1083,[258.90222168 351.6534729   58.33820343]
1616,1361,[263.85223389 352.79016113  53.42258835]
1617,1107,[263.27999878 354.35913086  54.34731674]
1618,1106,[261.30819702 353.20800781  54.13989639]
1619,603,[247.6038208  345.91296387  56.01352692]
1620,2022,[239.27380371 356.50384521  63.71713257]
1621,1881,[255.90281677 353.04364014  69.24059296]
1622,665,[257.6776123  356.75125122  49.42170715]
1623,1934,[248.99353027 334.28942871  54.89279938]
1624,1190,[247.76231384 335.97366333  53.59728622]
1625,1191,[250.16648865 335.38705444  53.92681122]
1626,1933,[261.5234375  347.17004395  65.27978516]
1627,1795,[251.15927124 349.81848145  70.70977783]
1628,1644,[251.30371094 348.65939331  69.62795258]
1629,1756,[262.78744507 347.96469116  61.76927948]
1630,1883,[256.64141846 346.91094971  70.83631897]
1631,1865,[256.3296814  347.15316772  69.08496857]
1632,452,[251.90785217 346.37811279  52.10871506]
1633,1613,[244.36749268 342.65930176  66.9234848 ]
1634,479,[255.97212219 344.78503418  46.18796539]
1635,420,[246.72261047 345.42834473  54.70338821]
1636,449,[254.6620636  345.5715332   49.48683929]
1637,317,[253.67198181 347.93310547  49.45677948]
1638,448,[253.03330994 347.00338745  50.8554039 ]
1639,867,[245.03979492 346.45617676  61.30001831]
1640,1368,[261.49200439 357.90136719  55.22834396]
1641,1249,[250.37011719 347.52676392  64.31480408]
1642,1512,[250.19369507 348.37634277  65.67141724]
1643,15,[244.5556488  346.40020752  45.56512833]
1644,7,[244.07026672 348.46887207  44.76972961]
1645,437,[248.70597839 354.39318848  53.79684448]
1646,790,[253.37712097 348.31176758  56.26668167]
1647,1527,[254.14459229 352.50247192  64.29547882]
1648,118,[242.8870697  351.54406738  52.63626099]
1649,1852,[259.38113403 353.03076172  67.81990051]
1650,1489,[262.22460938 349.41342163  57.99442673]
1651,1383,[260.84649658 350.32333374  57.54932022]
1652,77,[239.2933197  348.16641235  49.04504013]
1653,552,[250.27452087 356.86087036  55.29689789]
1654,1287,[247.16519165 336.32498169  59.76733017]
1655,1363,[262.58868408 353.24362183  56.70246506]
1656,190,[238.56802368 349.71517944  48.72741318]
1657,78,[239.41763306 349.40423584  47.74582291]
1658,1375,[259.84179688 349.98355103  59.39864731]
1659,1603,[261.27874756 349.14141846  61.13564682]
1660,1944,[253.6697998  338.31155396  48.04032898]
1661,712,[255.46028137 339.90713501  48.79785919]
1662,2042,[243.8634491  353.8296814   58.17433548]
1663,1071,[261.84674072 344.91067505  49.2850914 ]
1664,743,[260.92175293 345.71157837  50.59463501]
1665,1610,[259.33334351 361.10665894  58.57575989]
1666,1609,[260.30450439 359.89605713  57.91651154]
